"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"858889","L1396146","tꞽtꞽ","","Q1084","noun","","","Q499327","masculine","","","[term for the legs]","EN"
"852604","L1395129","ty","","Q1084","noun","","","","","","","steppe (?)","EN"
"169690","L1396150","ty","𓏏𓏑𓏳𓏥𓇋𓇋𓈒𓏥","Q1084","noun","","","Q499327","masculine","","","[a product]","EN"
"854793","L1396151","tyr.w","","Q1084","noun","","","Q499327","masculine","","","people of Tiyaru","EN"
"862845","L1397195","Tyts","","Q147276","proper noun","Q115642102","royal name","","","","","Titus","DE"
"875387","L1396475","Tyts-pꜣ-nṯr","","Q147276","proper noun","Q115642102","royal name","","","","","Titus divus","DE"
"851518","L1387559","tw","𓏏𓅱","Q36224","pronoun","Q34793275","demonstrative pronoun","","","","","[dem. pron. sing. f.]","EN"
"851185","L1386546","tw","","Q36224","pronoun","Q468801","personal pronoun","","","","","one; [encl. pron. sing. 3. c.]","EN"
"600063","L1384084","tw","𓏏𓏲","Q184943","grammatical particle","","","","","","","[introduction for the First Present]","EN"
"851182","L1386382","tw","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [encl. pron. sing. 2. m.]; you [encl. pron. sing. 2. f.]","EN"
"600479","L1386779","tw","","Q184943","grammatical particle","","","","","","","[for the formation of object pronouns]","EN"
"851200","L1394089","tw=ꞽ","","Q36224","pronoun","Q468801","personal pronoun","","","","","I [First Present - pron. Sing. 1. c.]","EN"
"851190","L1394687","tw=ꞽ","","Q36224","pronoun","Q468801","personal pronoun","","","","","me [dir. obj. pron. sing. 1. c.]","EN"
"851199","L1389007","tw=w","","Q36224","pronoun","Q468801","personal pronoun","","","","","them [dir. obj. pron. pl. 3. c.]","EN"
"883949","L1393595","tw=w","","Q36224","pronoun","Q468801","personal pronoun","","","","","[Präs.I-Pron. pl.3.c.]","DE"
"851195","L1387456","tw=f","","Q36224","pronoun","Q468801","personal pronoun","","","","","him [dir. obj. pron. sing. 3. m.]","EN"
"883946","L1391078","tw=f","","Q36224","pronoun","Q468801","personal pronoun","","","","","[Präs.I-Pron. sg.3.m.]","DE"
"851197","L1391079","tw=n","","Q36224","pronoun","Q468801","personal pronoun","","","","","us [dir. obj. pron. pl. 1. c.]","EN"
"851207","L1386496","tw=n","","Q36224","pronoun","Q468801","personal pronoun","","","","","we [First Present - pron. dual. 1 c.]","EN"
"851196","L1393594","tw=s","","Q36224","pronoun","Q468801","personal pronoun","","","","","her [dir. obj. pron. sing. 3. f.]","EN"
"851201","L1386408","tw=k","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [First Present - pron. sing. 2. m.]","EN"
"851193","L1386432","tw=k","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [dir. obj. pron. sing. 2. m.]","EN"
"851202","L1386651","tw=t","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [First Present - pron. sing. 2. f.]","EN"
"851194","L1386755","tw=t","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [dir. obj. pron. sing. 2. f.]","EN"
"851206","L1386448","tw=tw","","Q36224","pronoun","Q468801","personal pronoun","","","","","one [First Present - pron. sing. 3. c.]","EN"
"851198","L1389006","tw=tn","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [dir. obj. pron. pl. 2. c.]","EN"
"851208","L1386735","tw=tn","","Q36224","pronoun","Q468801","personal pronoun","","","","","you [First Present - pron. pl. 2. c.]","EN"
"170110","L1388425","tw-nn","𓏏𓅱𓇑𓇑","Q36224","pronoun","","","","","","","this one there (strengthening of the dem. pron)","EN"
"883388","L1391083","tw-s","","Q184943","grammatical particle","","","","","","","[Partikel]","DE"
"854575","L1386891","twꜣ","","Q24905","verb","","","","","","","to request (someone); to demand, assert (a claim); to support; to raise up","EN"
"170290","L1391090","twꜣ","","Q1084","noun","","","Q499327","masculine","","","lintel (or jamb?)","EN"
"170120","L1383169","twꜣ","𓏏𓍯𓄿𓀢𓀀","Q1084","noun","","","Q499327","masculine","","","man of low station; inferior","EN"
"170180","L1393600","twꜣ","","Q1084","noun","","","Q499327","masculine","","","pillar","EN"
"170260","L1393602","twꜣ.w","𓏏𓍯𓄿𓅱𓀙𓆱","Q1084","noun","","","Q499327","masculine","","","[noun]","EN"
"170250","L1384736","twꜣ.w","𓏏𓍯𓄿𓅱𓐎𓏥","Q1084","noun","","","Q499327","masculine","","","swellings (med.)","EN"
"170240","L1387562","twꜣ.w","𓏏𓍯𓄿𓏲𓀃𓅪𓏥","Q1084","noun","","","Q499327","masculine","","","wrong; evil","EN"
"851301","L1389011","twꜣ.w","","Q1084","noun","","","Q499327","masculine","","","demand, claim","EN"
"170270","L1382085","twꜣ.wt","𓏏𓍯𓅱𓏏𓎯","Q1084","noun","","","Q1775415","feminine","","","[one of the 7 holy oils]","EN"
"170220","L1393601","twꜣ.t","𓂧𓍯𓄿𓀋𓏏𓇯","Q1084","noun","","","Q1775415","feminine","","","temple roof","EN"
"170280","L1393603","twꜣ-ḥꜥ.w","𓏏𓍯𓀋𓊢𓀙𓄹𓄹𓄹𓂾𓂾","Q1084","noun","","","Q499327","masculine","","","legs","EN"
"868094","L1396149","twꞽꜣ","","Q1084","noun","","","Q499327","masculine","","","[officinal use (pharm.)]","EN"
"170301","L1391374","twy","𓏏𓅱𓇋𓇋","Q36224","pronoun","Q34793275","demonstrative pronoun","","","","","[demonstrative pron., fem. sing. and dual]","EN"
"855719","L1397138","twyï","","Q36224","pronoun","Q34793275","demonstrative pronoun","","","","","these two (dem. pron. dual. f.]","EN"
"170310","L1382975","twn","𓏏𓃹𓈖𓆰","Q1084","noun","","","Q499327","masculine","","","[a plant]","EN"
"172770","L1389899","twr","𓏏𓂋𓇋𓆳𓀙","Q1084","noun","","","Q499327","masculine","","","[honorific of the king]","EN"
"856122","L1389008","twr","","Q1084","noun","","","Q499327","masculine","","","respected one","EN"
"854576","L1387457","twr","","Q24905","verb","","","","","","","to reject; to refuse (someone); to treat with respect; to respect; to maintain distance (from sth.); to hold on to, observe (sth.); to clean, purify; to be clean","EN"
"170320","L1383980","twr","𓏏𓅨𓂋𓌟","Q1084","noun","","","","","","","[a reed-like plant]","EN"
"170390","L1386025","twr","𓏏𓅨𓂋𓌟𓈗𓀀","Q1084","noun","","","Q499327","masculine","","","purifier","EN"
"170380","L1384147","twr","𓏏𓅨𓂋𓌟𓏛","Q1084","noun","","","Q499327","masculine","","","purity; purification","EN"
"856124","L1389009","twr.wt","","Q1084","noun","","","Q1775415","feminine","","","reservation","EN"
"856123","L1387290","twr.wt","","Q1084","noun","","","Q1775415","feminine","","","respect","EN"
"170420","L1394670","twrꞽ.t","𓏏𓅨𓂋𓇋𓏏𓌟𓆱","Q1084","noun","","","Q1775415","feminine","","","[a staff]","EN"
"173060","L1384098","twhr","𓏏𓉔𓂋𓏤𓂡𓀀𓏪","Q1084","noun","","","","","","","(foreign) warrior","EN"
